tab 	samples
azimuth	citations	dip	geologic_classes	geologic_types	height	lat	lithologies	lon	method_codes	sample	site
187.8	This study:10.1029/2008GC002072	-69.5	Extrusive:Igneous	Lava Flow		-77.76		162.14	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc153a	mc1153
222.0	This study:10.1029/2008GC002072	-77.0	Extrusive:Igneous	Lava Flow		-77.76		162.14	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc153c	mc1153
234.9	This study:10.1029/2008GC002072	-73.0	Extrusive:Igneous	Lava Flow		-77.76		162.14	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc153e	mc1153
187.1	This study:10.1029/2008GC002072	-58.0	Extrusive:Igneous	Lava Flow		-77.76		162.14	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc153i	mc1153
183.8	This study:10.1029/2008GC002072	-55.0	Extrusive:Igneous	Lava Flow		-77.76		162.14	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc153j	mc1153
188.0	This study:10.1029/2008GC002072	-46.0	Extrusive:Igneous	Lava Flow		-77.76		162.14	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc153m	mc1153
216.9	This study:10.1029/2008GC002072	-90.0	Extrusive:Igneous	Lava Flow		-77.72		162.63	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc154a	mc1154
232.3	This study:10.1029/2008GC002072	-87.0	Extrusive:Igneous	Lava Flow		-77.72		162.63	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc154b	mc1154
213.5	This study:10.1029/2008GC002072	-79.0	Extrusive:Igneous	Lava Flow		-77.72		162.63	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc154e	mc1154
220.3	This study:10.1029/2008GC002072	-86.0	Extrusive:Igneous	Lava Flow		-77.72		162.63	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc154f	mc1154
292.7	This study:10.1029/2008GC002072	-57.0	Extrusive:Igneous	Lava Flow		-77.72		162.63	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc154h	mc1154
252.2	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-77.72		162.63	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc154j	mc1154
103.6	This study:10.1029/2008GC002072	-44.5	Extrusive:Igneous	Lava Flow		-77.7		162.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc155a	mc1155
149.8	This study:10.1029/2008GC002072	-47.5	Extrusive:Igneous	Lava Flow		-77.7		162.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc155b	mc1155
15.3	This study:10.1029/2008GC002072	-24.5	Extrusive:Igneous	Lava Flow		-77.7		162.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc155c	mc1155
47.0	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-77.7		162.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc155e	mc1155
85.5	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-77.7		162.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc155g	mc1155
342.9	This study:10.1029/2008GC002072	-16.5	Extrusive:Igneous	Lava Flow		-77.7		162.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc155h	mc1155
86.2	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-77.7		162.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc155i	mc1155
83.4	This study:10.1029/2008GC002072	-25.0	Extrusive:Igneous	Lava Flow		-77.7		162.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc155m	mc1155
171.1	This study:10.1029/2008GC002072	-62.0	Extrusive:Igneous	Lava Flow		-77.7		162.59	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc156a	mc1156
188.6	This study:10.1029/2008GC002072	-58.0	Extrusive:Igneous	Lava Flow		-77.7		162.59	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc156b	mc1156
199.3	This study:10.1029/2008GC002072	-54.0	Extrusive:Igneous	Lava Flow		-77.7		162.59	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc156c	mc1156
194.0	This study:10.1029/2008GC002072	-54.0	Extrusive:Igneous	Lava Flow		-77.7		162.59	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc156f	mc1156
161.2	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-77.7		162.59	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc156g	mc1156
172.9	This study:10.1029/2008GC002072	-35.0	Extrusive:Igneous	Lava Flow		-77.7		162.59	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc156h	mc1156
152.6	This study:10.1029/2008GC002072	-89.0	Extrusive:Igneous	Lava Flow		-77.7		162.59	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc156i	mc1156
16.7	This study:10.1029/2008GC002072	-36.5	Extrusive:Igneous	Lava Flow		-77.7		162.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc157a	mc1157
37.4	This study:10.1029/2008GC002072	-38.5	Extrusive:Igneous	Lava Flow		-77.7		162.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc157b	mc1157
85.4	This study:10.1029/2008GC002072	-43.5	Extrusive:Igneous	Lava Flow		-77.7		162.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc157c	mc1157
56.3	This study:10.1029/2008GC002072	-31.0	Extrusive:Igneous	Lava Flow		-77.7		162.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc157e	mc1157
35.1	This study:10.1029/2008GC002072	-23.0	Extrusive:Igneous	Lava Flow		-77.7		162.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc157f	mc1157
9.4	This study:10.1029/2008GC002072	-35.0	Extrusive:Igneous	Lava Flow		-77.7		162.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc157j	mc1157
5.6	This study:10.1029/2008GC002072	-39.0	Extrusive:Igneous	Lava Flow		-77.7		162.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc157k	mc1157
40.5	This study:10.1029/2008GC002072	-14.0	Extrusive:Igneous	Lava Flow		-77.69		162.46	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc158a	mc1158
72.7	This study:10.1029/2008GC002072	-22.5	Extrusive:Igneous	Lava Flow		-77.69		162.46	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc158b	mc1158
57.5	This study:10.1029/2008GC002072	-12.0	Extrusive:Igneous	Lava Flow		-77.69		162.46	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc158c	mc1158
71.2	This study:10.1029/2008GC002072	-18.0	Extrusive:Igneous	Lava Flow		-77.69		162.46	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc158d	mc1158
89.0	This study:10.1029/2008GC002072	-9.0	Extrusive:Igneous	Lava Flow		-77.69		162.46	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc158f	mc1158
40.7	This study:10.1029/2008GC002072	-31.0	Extrusive:Igneous	Lava Flow		-77.69		162.46	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc158h	mc1158
157.0	This study:10.1029/2008GC002072	-21.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc15a	mc1015
179.0	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc15b	mc1015
131.0	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc15c	mc1015
135.0	This study:10.1029/2008GC002072	-33.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc15d	mc1015
120.0	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc15e	mc1015
123.0	This study:10.1029/2008GC002072	-31.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc15f	mc1015
111.0	This study:10.1029/2008GC002072	-59.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc15g	mc1015
125.0	This study:10.1029/2008GC002072	-42.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc15h	mc1015
315.9	This study:10.1029/2008GC002072	-46.5	Extrusive:Igneous	Lava Flow		-77.69		162.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc160a	mc1160
309.7	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-77.69		162.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc160b	mc1160
22.4	This study:10.1029/2008GC002072	-22.5	Extrusive:Igneous	Lava Flow		-77.69		162.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc160c	mc1160
25.6	This study:10.1029/2008GC002072	-30.0	Extrusive:Igneous	Lava Flow		-77.69		162.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc160e	mc1160
340.3	This study:10.1029/2008GC002072	-30.5	Extrusive:Igneous	Lava Flow		-77.69		162.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc160f	mc1160
291.7	This study:10.1029/2008GC002072	-45.5	Extrusive:Igneous	Lava Flow		-77.69		162.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc160h	mc1160
307.9	This study:10.1029/2008GC002072	-47.5	Extrusive:Igneous	Lava Flow		-77.69		162.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc160j	mc1160
345.4	This study:10.1029/2008GC002072	-20.0	Extrusive:Igneous	Lava Flow		-77.7		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc161a	mc1306
331.1	This study:10.1029/2008GC002072	-25.0	Extrusive:Igneous	Lava Flow		-77.7		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc161b	mc1306
14.1	This study:10.1029/2008GC002072	-23.5	Extrusive:Igneous	Lava Flow		-77.7		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc161e	mc1306
20.8	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-77.7		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc161f	mc1306
11.6	This study:10.1029/2008GC002072	-24.0	Extrusive:Igneous	Lava Flow		-77.7		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc161g	mc1306
6.5	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-77.7		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc161j	mc1306
37.7	This study:10.1029/2008GC002072	-30.0	Extrusive:Igneous	Lava Flow		-77.7		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc161k	mc1306
52.7	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-77.7		162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc163a	mc1163
48.2	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-77.7		162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc163b	mc1163
42.7	This study:10.1029/2008GC002072	-39.0	Extrusive:Igneous	Lava Flow		-77.7		162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc163c	mc1163
68.9	This study:10.1029/2008GC002072	-44.0	Extrusive:Igneous	Lava Flow		-77.7		162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc163d	mc1163
60.8	This study:10.1029/2008GC002072	-32.0	Extrusive:Igneous	Lava Flow		-77.7		162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc163e	mc1163
69.6	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-77.7		162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc163f	mc1163
46.0	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-77.7		162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc163h	mc1163
105.0	This study:10.1029/2008GC002072	-24.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc164a	mc1164
107.7	This study:10.1029/2008GC002072	-18.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc164b	mc1164
75.9	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc164c	mc1164
76.1	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc164f	mc1164
115.9	This study:10.1029/2008GC002072	-25.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc164g	mc1164
120.6	This study:10.1029/2008GC002072	-27.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc164h	mc1164
326.3	This study:10.1029/2008GC002072	-19.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc164i	mc1164
358.1	This study:10.1029/2008GC002072	-19.5	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc164j	mc1164
72.6	This study:10.1029/2008GC002072	-14.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc164l	mc1164
190.8	This study:10.1029/2008GC002072	-64.5	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc165a	mc1165
206.2	This study:10.1029/2008GC002072	-68.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc165b	mc1165
134.4	This study:10.1029/2008GC002072	-56.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc165c	mc1165
162.0	This study:10.1029/2008GC002072	-57.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc165g	mc1165
170.2	This study:10.1029/2008GC002072	-62.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc165h	mc1165
110.9	This study:10.1029/2008GC002072	-46.0	Extrusive:Igneous	Lava Flow		-77.51		169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc165i	mc1165
48.2	This study:10.1029/2008GC002072	-20.5	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc167a	mc1167
203.0	This study:10.1029/2008GC002072	-21.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc167b	mc1167
194.7	This study:10.1029/2008GC002072	-23.5	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc167d	mc1167
200.4	This study:10.1029/2008GC002072	-32.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc167e	mc1167
217.9	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc167f	mc1167
148.4	This study:10.1029/2008GC002072	-21.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc167h	mc1167
263.1	This study:10.1029/2008GC002072	-36.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc167j	mc1167
272.4	This study:10.1029/2008GC002072	-32.5	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc167k	mc1167
5.5	This study:10.1029/2008GC002072	-29.5	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc168a	mc1168
343.7	This study:10.1029/2008GC002072	-20.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc168c	mc1168
11.5	This study:10.1029/2008GC002072	-16.5	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc168d	mc1168
177.9	This study:10.1029/2008GC002072	-35.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc168f	mc1168
180.1	This study:10.1029/2008GC002072	-41.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc168h	mc1168
357.8	This study:10.1029/2008GC002072	-23.5	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc168i	mc1168
35.5	This study:10.1029/2008GC002072	-20.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc168j	mc1168
96.0	This study:10.1029/2008GC002072	-30.0	Extrusive:Igneous	Lava Flow		-77.49		169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc168k	mc1168
342.1	This study:10.1029/2008GC002072	-70.0	Extrusive:Igneous	Lava Flow		-77.85		166.71	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc170a	mc1170
345.3	This study:10.1029/2008GC002072	-60.0	Extrusive:Igneous	Lava Flow		-77.85		166.71	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc170c	mc1170
352.3	This study:10.1029/2008GC002072	-53.0	Extrusive:Igneous	Lava Flow		-77.85		166.71	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc170d	mc1170
339.8	This study:10.1029/2008GC002072	-55.0	Extrusive:Igneous	Lava Flow		-77.85		166.71	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc170e	mc1170
343.6	This study:10.1029/2008GC002072	-53.0	Extrusive:Igneous	Lava Flow		-77.85		166.71	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc170f	mc1170
325.0	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-77.88		165.3	SO-SIGHT:FS-FD	mc19a	mc1019
54.0	This study:10.1029/2008GC002072	-40.0	Extrusive:Igneous	Lava Flow		-77.88		165.3	SO-SIGHT:FS-FD	mc19b	mc1019
94.0	This study:10.1029/2008GC002072	-94.0	Extrusive:Igneous	Lava Flow		-77.88		165.3	SO-SIGHT:FS-FD	mc19c	mc1019
352.0	This study:10.1029/2008GC002072	-71.0	Extrusive:Igneous	Lava Flow		-77.88		165.3	SO-SIGHT:FS-FD	mc19d	mc1019
327.0	This study:10.1029/2008GC002072	-66.0	Extrusive:Igneous	Lava Flow		-77.88		165.3	SO-SIGHT:FS-FD	mc19e	mc1019
15.0	This study:10.1029/2008GC002072	-63.0	Extrusive:Igneous	Lava Flow		-77.88		165.3	SO-SIGHT:FS-FD	mc19f	mc1019
285.0	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-77.88		165.3	SO-SIGHT:FS-FD	mc19g	mc1019
8.2	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-77.55		166.16	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc200a	mc1200
12.3	This study:10.1029/2008GC002072	-35.0	Extrusive:Igneous	Lava Flow		-77.55		166.16	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc200b	mc1200
12.8	This study:10.1029/2008GC002072	-35.0	Extrusive:Igneous	Lava Flow		-77.55		166.16	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc200c	mc1200
291.3	This study:10.1029/2008GC002072	-40.0	Extrusive:Igneous	Lava Flow		-77.55		166.16	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc200d	mc1200
225.2	This study:10.1029/2008GC002072	-54.5	Extrusive:Igneous	Lava Flow		-77.55		166.16	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc200h	mc1200
131.9	This study:10.1029/2008GC002072	-36.0	Extrusive:Igneous	Lava Flow		-77.55		166.16	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc200i	mc1200
41.5	This study:10.1029/2008GC002072	-48.0	Extrusive:Igneous	Lava Flow		-77.56		166.22	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc201a	mc1201
40.5	This study:10.1029/2008GC002072	-52.5	Extrusive:Igneous	Lava Flow		-77.56		166.22	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc201b	mc1201
48.7	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-77.56		166.22	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc201c	mc1201
40.0	This study:10.1029/2008GC002072	-39.0	Extrusive:Igneous	Lava Flow		-77.56		166.22	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc201d	mc1201
34.7	This study:10.1029/2008GC002072	-42.0	Extrusive:Igneous	Lava Flow		-77.56		166.22	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc201e	mc1201
66.6	This study:10.1029/2008GC002072	-60.0	Extrusive:Igneous	Lava Flow		-77.56		166.22	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc201j	mc1201
173.0	This study:10.1029/2008GC002072	-70.0	Extrusive:Igneous	Lava Flow		-77.66		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc202a	mc1202
173.3	This study:10.1029/2008GC002072	-72.0	Extrusive:Igneous	Lava Flow		-77.66		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc202b	mc1202
173.5	This study:10.1029/2008GC002072	-72.0	Extrusive:Igneous	Lava Flow		-77.66		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc202c	mc1202
160.8	This study:10.1029/2008GC002072	-68.0	Extrusive:Igneous	Lava Flow		-77.66		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc202d	mc1202
172.1	This study:10.1029/2008GC002072	-65.0	Extrusive:Igneous	Lava Flow		-77.66		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc202f	mc1202
177.1	This study:10.1029/2008GC002072	-44.0	Extrusive:Igneous	Lava Flow		-77.66		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc202h	mc1202
171.5	This study:10.1029/2008GC002072	-25.5	Extrusive:Igneous	Lava Flow		-77.66		166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc202j	mc1202
348.8	This study:10.1029/2008GC002072	-70.0	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc203a	mc1301
349.1	This study:10.1029/2008GC002072	-82.0	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc203b	mc1301
358.3	This study:10.1029/2008GC002072	-85.5	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc203c	mc1301
347.7	This study:10.1029/2008GC002072	-79.0	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc203d	mc1301
15.1	This study:10.1029/2008GC002072	-78.5	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc203g	mc1301
9.7	This study:10.1029/2008GC002072	-71.0	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc203h	mc1301
42.5	This study:10.1029/2008GC002072	-68.5	Extrusive:Igneous	Lava Flow		-77.64		166.41	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc204a	mc1302
40.3	This study:10.1029/2008GC002072	-82.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc204b	mc1302
31.3	This study:10.1029/2008GC002072	-82.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc204c	mc1302
74.3	This study:10.1029/2008GC002072	-91.5	Extrusive:Igneous	Lava Flow		-77.64		166.41	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc204h	mc1302
79.9	This study:10.1029/2008GC002072	-85.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc204k	mc1302
81.0	This study:10.1029/2008GC002072	-76.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc204l	mc1302
45.8	This study:10.1029/2008GC002072	-62.0	Intrusive:Igneous	Volcanic Dike		-77.66		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc205a	mc1205
44.2	This study:10.1029/2008GC002072	-64.0	Intrusive:Igneous	Volcanic Dike		-77.66		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc205b	mc1205
43.1	This study:10.1029/2008GC002072	-58.0	Intrusive:Igneous	Volcanic Dike		-77.66		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc205c	mc1205
47.1	This study:10.1029/2008GC002072	-78.0	Intrusive:Igneous	Volcanic Dike		-77.66		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc205d	mc1205
48.0	This study:10.1029/2008GC002072	-80.0	Intrusive:Igneous	Volcanic Dike		-77.66		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc205e	mc1205
43.1	This study:10.1029/2008GC002072	-81.0	Intrusive:Igneous	Volcanic Dike		-77.66		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc205h	mc1205
41.6	This study:10.1029/2008GC002072	-87.0	Intrusive:Igneous	Volcanic Dike		-77.66		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc205i	mc1205
44.0	This study:10.1029/2008GC002072	-90.0	Intrusive:Igneous	Volcanic Dike		-77.66		166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc205k	mc1205
37.2	This study:10.1029/2008GC002072	-82.5	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206a	mc1206
50.7	This study:10.1029/2008GC002072	-87.0	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206b	mc1206
35.0	This study:10.1029/2008GC002072	-84.5	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206c	mc1206
9.9	This study:10.1029/2008GC002072	-85.0	Intrusive:Igneous	Volcanic Dome		-77.67		166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc206d	mc1206
