tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_ftest_quality	aniso_p	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_abs_max	int_abs_min	int_b_beta	int_cdrat	int_corr	int_corr_aniso	int_corr_cooling_rate	int_corr_nlt	int_dang	int_drat	int_drats	int_f	int_frac	int_fvds	int_g	int_gmax	int_k	int_k_max	int_k_min	int_k_prime	int_mad_coe	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_scat	int_treat_dc_field	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
														This Study											4.36e-05	4.53e-05	4.2e-05							0.8697431108247944	2.0877739723787805							-0.018	0.082	-0.125		1.3764739144790157	1.4059728306405146						853.0	473.0	Kelvin	IE-BICEP		OA030B		OA030B03
														This Study											5.5e-05	5.6e-05	5.39e-05							0.3990258132838096	1.75139552296371							-0.028	0.031	-0.083		0.5077815202341275	0.6432576703192275						863.0	473.0	Kelvin	IE-BICEP		OA030C		OA030C01
														This Study											5.46e-05	5.56e-05	5.35e-05							0.2954046816386906	0.9670104062479356							0.021	0.085	-0.04		0.9085949294301372	1.2887895104031415						853.0	473.0	Kelvin	IE-BICEP		OA030C		OA030C02
														This Study											4.98e-05	5.06e-05	4.91e-05							0.7048812082577115	2.6009766796799307							0.017	0.063	-0.029		0.9980874473857724	0.8562691205218944						843.0	473.0	Kelvin	IE-BICEP		OA030C		OA030C03
														This Study											4.9e-05	5.0700000000000006e-05	4.74e-05							1.0208213588172457	0.7780072041652254							-0.073	0.026	-0.172		2.950793876515181	3.588814190774865						863.0	473.0	Kelvin	IE-BICEP		OA030D		OA030D03
														This Study											4.49e-05	4.65e-05	4.34e-05							1.234496302927839	0.7481121626316138							-0.103	0.001	-0.207		2.6876381304356567	2.7581652714584672						863.0	473.0	Kelvin	IE-BICEP		OA030D		OA030D04
														This Study											4.5e-05	4.63e-05	4.3700000000000005e-05							1.291586490922684	1.845739240168412							-0.109	-0.019	-0.202		2.4093215232786984	2.8327764991667803						853.0	473.0	Kelvin	IE-BICEP		OA030D		OA030D05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		HW302A		HW302A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		HW305A		HW305A04
														This Study											3.5e-05	3.6200000000000006e-05	3.39e-05							1.586804431714338	5.021371047608318							0.089	0.184	-0.011		3.722516501935081	4.899822223663076						823.0	373.0	Kelvin	IE-BICEP		HW306A		HW306A06
														This Study											2.9100000000000003e-05	3e-05	2.82e-05							1.459278511180908	2.8574219474188083							0.266	0.366	0.169		2.5581843116000584	3.3212089204014785						823.0	273.0	Kelvin	IE-BICEP		HW306A		HW306A07
														This Study											3.92e-05	4.02e-05	3.82e-05							0.8620593189473464	6.1705856894978615							0.019	0.082	-0.048		0.822972456920051	1.4148309160781067						833.0	273.0	Kelvin	IE-BICEP		HW306A		HW306A08
														This Study											3.95e-05	4.29e-05	3.73e-05							0.8419306061204092	3.866497101216568							-0.245	-0.022	-0.437		0.3775963700650389	0.5072409850112437						823.0	473.0	Kelvin	IE-BICEP		MU004A		MU004A02
														This Study											4.4e-05	4.85e-05	4.03e-05							0.0914827156312298	2.633119473502683							-0.463	-0.295	-0.626		1.3297761030115745	1.6161162000919138						853.0	373.0	Kelvin	IE-BICEP		MU004A		MU004A03
														This Study											4.2e-05	4.31e-05	4.1e-05							2.416426203453988	2.1356126980494485							0.243	0.325	0.159		2.018982727994896	3.0961013872791545						843.0	273.0	Kelvin	IE-BICEP		MU004B		MU004B04
														This Study											4.89e-05	5.21e-05	4.57e-05							0.6399508440331099	2.189837361881456							-0.365	-0.235	-0.503		1.676651512339075	1.7586389956302446						853.0	373.0	Kelvin	IE-BICEP		MU004C		MU004C04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU006A		MU006A05
														This Study											3.57e-05	3.68e-05	3.47e-05							2.971024031895355	2.600647846401187							0.114	0.194	0.036		4.746146926786492	4.299073423108184						853.0	273.0	Kelvin	IE-BICEP		MU009A		MU009A05
														This Study											3.65e-05	3.85e-05	3.45e-05							6.1672217733849655	4.000106208497811							0.182	0.328	0.033		3.943288543756359	6.007669164185143						843.0	473.0	Kelvin	IE-BICEP		MU009A		MU009A06
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU011A		MU011A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU011A		MU011A06
														This Study											3.66e-05	3.77e-05	3.54e-05							1.5869502544632648	0.7668990324196071							0.214	0.319	0.096		3.5840777416882816	3.64804837924514						853.0	273.0	Kelvin	IE-BICEP		MU012A		MU012A05
														This Study											3.47e-05	3.54e-05	3.4e-05							0.9750750752535629	1.4349534031035067							0.023	0.089	-0.044		1.3116201980846292	4.56176640230655						853.0	473.0	Kelvin	IE-BICEP		MU012A		MU012A06
														This Study											1.8100000000000003e-05	1.91e-05	1.7199999999999998e-05							2.687693181363319	3.5695872890223197							-0.309	-0.207	-0.409		2.453524759105409	3.154175842699502						853.0	273.0	Kelvin	IE-BICEP		MU013C		MU013C04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU017A		MU017A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU020A		MU020A03
														This Study											3.39e-05	3.51e-05	3.23e-05							5.71615707325598	8.461616499358573							0.337	0.448	0.227		4.312769517309488	9.917949966316444						773.0	273.0	Kelvin	IE-BICEP		MU023A		MU023A06
														This Study											3.1e-05	3.47e-05	2.72e-05							3.267020911551213	9.858124956345955							0.059	0.431	-0.327		1.7113678723994628	8.486190069830167						773.0	273.0	Kelvin	IE-BICEP		MU023A		MU023A07
														This Study											3.14e-05	3.3700000000000006e-05	2.9100000000000003e-05							2.556441508931971	6.490224494419317							0.237	0.508	-0.058		0.9504301601052628	7.603964080393368						773.0	273.0	Kelvin	IE-BICEP		MU023A		MU023A08
														This Study											4.08e-05	4.28e-05	3.89e-05							0.8106105116372956	3.694601405020566							-0.31	-0.208	-0.406		1.946173497992427	2.7565987764079374						853.0	273.0	Kelvin	IE-BICEP		MU025A		MU025A06
														This Study											3.57e-05	3.63e-05	3.51e-05							3.024486591462953	3.170333344750824							-0.084	-0.037	-0.129		1.5466574115457576	2.078677485941617						853.0	273.0	Kelvin	IE-BICEP		MU025A		MU025A07
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU027A		MU027A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU027A		MU027A06
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU028A		MU028A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU028A		MU028A06
														This Study											4.36e-05	4.49e-05	4.22e-05							1.1231245142718658	2.201174954089085							0.062	0.148	-0.027		1.846324383711209	1.900481332630458						853.0	273.0	Kelvin	IE-BICEP		MU031A		MU031A04
														This Study											3.15e-05	3.2200000000000003e-05	3.08e-05							0.7895743234942256	4.418408150249487							0.029	0.101	-0.04		1.7690004736763163	3.218585542538784						853.0	473.0	Kelvin	IE-BICEP		MU031A		MU031A05
														This Study											4.11e-05	4.43e-05	3.810000000000001e-05							1.851165766113694	3.118018171767428							-0.104	0.076	-0.286		3.713575080396821	3.4677922346611623						843.0	273.0	Kelvin	IE-BICEP		MU031B		MU031B04
														This Study											4.26e-05	4.53e-05	4.01e-05							0.8832312669618069	4.325868567365627							0.056	0.203	-0.095		3.7938508562776416	4.520167589082396						813.0	373.0	Kelvin	IE-BICEP		MU031B		MU031B05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU032A		MU032A02
														This Study											1.11e-05	1.13e-05	1.09e-05							2.0636850556875337	1.0348178128481698							0.006	0.049	-0.039		1.7760908131348925	3.427599747593116						843.0	273.0	Kelvin	IE-BICEP		MU036A		MU036A05
														This Study											1.17e-05	1.19e-05	1.15e-05							1.9317070995063244	2.055437617539887							-0.269	-0.231	-0.304		1.056317157150393	2.724114193237635						853.0	273.0	Kelvin	IE-BICEP		MU036B		MU036B05
														This Study											3.49e-05	3.6e-05	3.3799999999999995e-05							4.39343688907586	0.7195463576146189							-0.209	-0.153	-0.272		3.016006819776353	4.131021582969282						843.0	373.0	Kelvin	IE-BICEP		OA003B		OA003B09
														This Study											5.34e-05	9.12e-05	1.64e-05							3.680681641731805	0.4119302914217825							-1.403	0.683	-2.843		0.2759520725003964	0.3728472431592678						723.0	273.0	Kelvin	IE-BICEP		OA003B		OA003B10
														This Study											1.63e-05	1.77e-05	1.51e-05							6.930199770938643	7.42100023621532							-0.389	-0.225	-0.559		1.228705634864915	10.362026098947792						803.0	273.0	Kelvin	IE-BICEP		OA014A		OA014A12
														This Study											7.8e-06	2.77e-05	5.6e-06							3.674952006604352	3.078377666433986							0.265	1.405	-1.483		1.356906341840327	14.84213922696228						833.0	783.0	Kelvin	IE-BICEP		OA014A		OA014A13
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA100A		OA100A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA100A		OA100A06
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA100B		OA100B03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA100C		OA100C03
														This Study											4.45e-05	4.53e-05	4.3700000000000005e-05							0.7836495121697754	4.474557803398654							-0.027	0.03	-0.085		1.4495935441969665	1.662880750625313						833.0	273.0	Kelvin	IE-BICEP		OA101B		OA101B05
														This Study											4.03e-05	4.14e-05	3.93e-05							0.3570194930234281	4.416915781278289							0.153	0.237	0.065		1.316849099626993	1.990407064167939						823.0	273.0	Kelvin	IE-BICEP		OA101B		OA101B06
														This Study											4.22e-05	4.34e-05	4.1e-05							1.4383697703289724	3.813232743691332							0.152	0.243	0.058		1.7522074830514256	1.9711375302082148						823.0	273.0	Kelvin	IE-BICEP		OA101B		OA101B07
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA103A		OA103A02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA103A		OA103A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA103A		OA103A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA103A		OA103A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA104A		OA104A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA104A		OA104A06
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA104A		OA104A07
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA104A		OA104A08
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA106A		OA106A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA106A		OA106A06
														This Study											1.46e-05	1.53e-05	1.38e-05							4.101721263703052	3.6858709033926886							-0.362	-0.28	-0.443		4.926211484932831	6.940634516594236						853.0	273.0	Kelvin	IE-BICEP		OA108A		OA108A05
														This Study											2.73e-05	2.9e-05	2.59e-05							1.3442044346784308	7.102695869197419							0.115	0.277	-0.051		2.974689663637697	3.877005585765157						853.0	473.0	Kelvin	IE-BICEP		OA108A		OA108A06
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA113A		OA113A03
														This Study											2.17e-05	2.27e-05	2.07e-05							2.6877376666194217	5.012878067244091							0.277	0.363	0.19		1.2217812710113811	1.9650630626212544						853.0	473.0	Kelvin	IE-BICEP		OA114A		OA114A05
														This Study											2.08e-05	2.16e-05	2.01e-05							2.842412738977792	2.3674177210310345							0.283	0.377	0.186		2.750412205436451	2.8555797157893963						853.0	473.0	Kelvin	IE-BICEP		OA114A		OA114A06
														This Study											2.07e-05	2.19e-05	1.96e-05							5.286033522117998	3.153704108039772							0.026	0.182	-0.12		2.817200804967876	6.147154544703229						833.0	273.0	Kelvin	IE-BICEP		OA116A		OA116A06
														This Study											2.75e-05	2.9e-05	2.61e-05							2.170248768555803	4.10300966443262							0.045	0.196	-0.118		1.9399617582328263	1.919927677723972						843.0	373.0	Kelvin	IE-BICEP		OA116A		OA116A07
														This Study											2.98e-05	3.09e-05	2.88e-05							1.469759530064778	1.7953894030078803							-0.204	-0.112	-0.3		1.7972008706089568	1.9465789671979072						833.0	373.0	Kelvin	IE-BICEP		OA116A		OA116A08
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA117A		OA117A05
														This Study											2.19e-05	2.37e-05	2.01e-05							6.112955611611147	2.438834627829485							0.079	0.275	-0.157		2.9742071795676472	8.389951776225123						813.0	273.0	Kelvin	IE-BICEP		OA117A		OA117A06
														This Study											2.11e-05	3.21e-05	1.75e-05							4.402014623058589	1.53427745505219							0.123	0.556	-0.527		3.811528521269525	4.994370203303308						573.0	273.0	Kelvin	IE-BICEP		OA117A		OA117A07
														This Study											2.76e-05	7.7e-05	6.3e-06							4.550039177520684	2.658367411152912							-1.11	-1.053	-1.262		3.994344411509935	3.813785729003096						833.0	273.0	Kelvin	IE-BICEP		OA123A		OA123A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA123A		OA123A06
														This Study											3.71e-05	3.85e-05	3.57e-05							0.810002140391692	0.969474129655198							0.083	0.207	-0.034		1.2760442667407206	1.879137651816468						853.0	373.0	Kelvin	IE-BICEP		OA124A		OA124A05
														This Study											3.72e-05	3.83e-05	3.61e-05							0.4672164536998989	1.7507515742436586							-0.068	0.002	-0.137		1.773765235996705	3.2127103301056037						853.0	373.0	Kelvin	IE-BICEP		OA124A		OA124A06
														This Study											3.59e-05	3.68e-05	3.51e-05							0.8875583397201945	2.031463536254273							0.04	0.105	-0.023		1.6748693776847414	2.679595787361055						853.0	373.0	Kelvin	IE-BICEP		OA124A		OA124A07
0.95	1.028855	1.538907	0.067528	b	1.079566	0.34390113:0.327892:0.32820684:0.006060663:0.004762308:0.00676474	6	0.012122	-1.0	ATRM	0.348996:20.8:21.1	0.327729:307.6:-36.9	0.323274:267.6:45.6	This Study	Critical F: 3.1059																			1.242225208346342	2.918905818302393											3.0730560747054185	3.298850618925109								Kelvin	LP-AN-TRM		HW306A	pmagpy-4.2.94	HW306A01
0.08	2.306207	1.343588	1.541435	b	1.077984	0.34440875:0.32317972:0.33241153:0.0034124563:-0.0041857823:0.0037343279	6	0.007366	-1.0	ATRM	0.345694:6.0:13.8	0.333620:246.9:63.1	0.320686:281.9:-22.5	This Study	Critical F: 3.1059																																								Kelvin	LP-AN-TRM		OA100A	pmagpy-4.2.94	OA100A01
1.1	12.832361	0.740825	19.517361	g	1.162947	0.31069654:0.34546208:0.34384134:-0.0076849065:0.0071968217:0.014362085	6	0.006616	-1.0	ATRM	0.352480:76.6:50.1	0.344427:117.9:-32.1	0.303092:194.0:21.0	This Study	Critical F: 3.1059																			1.2885277692298729	3.4102796660463723											2.712487815548893	2.6156458716941517								Kelvin	LP-AN-TRM		OA101B	pmagpy-4.2.94	OA101B01
2.45	0.679188	0.068002	0.951153	b	1.078605	0.330649:0.33384907:0.3355019:-0.009197215:0.0034440595:0.008456537	6	0.014318	-1.0	ATRM	0.343436:145.7:-32.4	0.338156:95.2:45.1	0.318408:216.5:27.4	This Study	Critical F: 3.1059																																								Kelvin	LP-AN-TRM		OA103A	pmagpy-4.2.94	OA103A01
10.9	0.423408	0.165998	0.377497	b	1.066747	0.3424428:0.33172336:0.32583386:0.003242245:-0.0056863697:0.0017911491	6	0.014867	-1.0	ATRM	0.343350:15.2:0.8	0.334784:284.7:33.6	0.321866:286.4:-56.4	This Study	Critical F: 3.1059																																								Kelvin	LP-AN-TRM		OA104A	pmagpy-4.2.94	OA104A01
3.9	31.710729	1.791912	48.355309	g	1.191615	0.3202647:0.332325:0.34741023:-0.025897175:0.008427118:0.0038695456	6	0.004874	-1.0	ATRM	0.355462:123.2:31.5	0.346235:324.2:56.8	0.298303:39.2:-9.6	This Study	Critical F: 3.1059																			0.6003744914381396	1.8035695537622012											3.436141551740163	3.012676669079851								Kelvin	LP-AN-TRM		OA108A	pmagpy-4.2.94	OA108A01
2.48	4.9636	0.636843	6.617093	g	1.134905	0.31001157:0.34037134:0.3496171:-0.003389396:-0.0016191019:-0.005538547	6	0.008741	-1.0	ATRM	0.350510:222.7:80.2	0.340645:277.3:-5.7	0.308845:186.5:-7.9	This Study	Critical F: 3.1059																			2.1775564015788595	2.277780517271232											4.05282141968326	4.118408835390359								Kelvin	LP-AN-TRM		OA108A	pmagpy-4.2.94	OA108A02
3.81	15.040474	1.436198	21.241391	g	1.262216	0.35596332:0.35201824:0.29201844:-0.009404978:-0.012977685:-0.0071024736	6	0.0092	-1.0	ATRM	0.363717:319.0:2.5	0.348125:228.4:14.4	0.288158:58.7:75.4	This Study	Critical F: 3.1059																			3.677155732350376	1.893018884334547											4.318436666097686	4.125544579437136								Kelvin	LP-AN-TRM		OA114A	pmagpy-4.2.94	OA114A01
